ID,TARGET
1,0.0271997228264809
3,0.0103159695863724
4,0.00196843035519123
8,0.0245449114590883
10,0.00656746188178658
13,0.0141281178221107
14,0.0236688572913408
18,0.0112377926707268
20,0.178605005145073
23,0.00845667067915201
25,0.0272394567728043
26,0.0491190813481808
29,0.0336114056408405
31,0.00337893818505108
32,0.0201079715043306
34,0.0359104163944721
36,0.145598888397217
39,0.00959581136703491
42,0.00533076142892241
43,0.0219996571540833
45,0.0168638452887535
49,0.0298516675829887
51,0.124265864491463
54,0.0384882800281048
56,0.18414281308651
60,0.0203348845243454
61,0.0164716280996799
66,0.0522284843027592
68,0.00924230366945267
74,0.00338258710689843
75,0.0111860716715455
77,0.216268211603165
80,0.0332576632499695
82,0.00877747405320406
83,0.0578521937131882
84,0.0175490900874138
87,0.241180032491684
88,0.0742644220590591
90,0.00108739885035902
91,0.00713119236752391
92,0.153845191001892
93,0.00162912509404123
95,0.0073600891046226
101,0.011684812605381
102,0.0621106438338757
105,0.0160732548683882
106,0.00621493114158511
107,0.00560635840520263
109,0.00474460516124964
111,0.104279443621635
113,0.00597920175641775
115,0.00132667284924537
118,0.163336277008057
122,0.00259561697021127
125,0.0224416647106409
127,0.00206480082124472
130,0.0991789847612381
131,0.0201849788427353
132,0.0172480139881372
134,0.00225288141518831
135,0.0122877471148968
136,0.0212929006665945
137,0.0236996151506901
139,0.0268721058964729
140,0.00590128963813186
141,0.18236355483532
142,0.0271966755390167
143,0.0023706869687885
144,0.0074500935152173
145,0.0617836825549603
146,0.000936454045586288
148,0.0380629040300846
150,0.0511898808181286
151,0.00574917811900377
152,0.00916226021945477
153,0.00343301659449935
154,0.157987639307976
155,0.00331563712097704
156,0.00274362042546272
157,0.00252212584018707
159,0.0367103517055511
161,0.00855292752385139
162,0.0414707139134407
163,0.00287811132147908
165,0.00363196223042905
166,0.00757794408127666
169,0.0173283852636814
170,0.0029041008092463
171,0.100308246910572
172,0.0386436283588409
173,0.00284920493140817
175,0.00415253872051835
176,0.0139409871771932
177,0.0121851591393352
178,0.00148710946086794
179,0.0064133764244616
180,0.00363514386117458
182,0.229772195219994
183,0.00781885161995888
184,0.000950941524934024
186,0.00181245955172926
188,0.0355045832693577
191,0.00237150490283966
192,0.00153995479922742
193,0.00412340275943279
195,0.0317902415990829
196,0.0394735969603062
199,0.0517408698797226
200,0.0114550786092877
202,0.182199016213417
203,0.20239169895649
204,0.0304956659674644
206,0.0100946119055152
207,0.00541510432958603
209,0.0333821177482605
210,0.003458964638412
212,0.0171303637325764
213,0.0355164408683777
214,0.0382738262414932
215,0.0312986709177494
217,0.00615808228030801
218,0.0373745150864124
220,0.00781732331961393
221,0.00903953611850739
222,0.0242713093757629
225,0.00719054648652673
227,0.00183512957300991
228,0.0217074174433947
231,0.0121355438604951
232,0.0474402122199535
233,0.00640705041587353
234,0.00703211640939116
235,0.0153723694384098
236,0.0432938486337662
239,0.00489547429606318
241,0.00386976404115558
242,0.00365983252413571
244,0.0184191819280386
252,0.0333935245871544
253,0.0190207287669182
254,0.0269692912697792
258,0.163510993123055
259,0.0245485324412584
262,0.00266789179295301
265,0.116331681609154
266,0.028063615784049
269,0.0194131005555391
270,0.00899256486445665
271,0.047429695725441
273,0.0023887746501714
276,0.0289345066994429
279,0.0317557342350483
285,0.0193814467638731
287,0.0381585210561752
288,0.0292003098875284
289,0.00205180863849819
292,0.221208304166794
294,0.136934876441956
296,0.00288269924931228
299,0.00401102658361197
301,0.00537866912782192
302,0.0222555138170719
303,0.209887519478798
306,0.21026049554348
307,0.0109481802210212
311,0.01319635566324
314,0.0167582742869854
316,0.00474331062287092
319,0.181640669703484
320,0.0029596583917737
322,0.00480505544692278
324,0.229735493659973
332,0.00328520871698856
333,0.00531573127955198
340,0.00672245724126697
342,0.0022034349385649
344,0.00757794408127666
345,0.00672029284760356
347,0.000916036078706384
349,0.00798533484339714
353,0.157082572579384
354,0.039744783192873
355,0.0143691413104534
356,0.00840533990412951
359,0.00120065780356526
362,0.00739804701879621
363,0.0260875541716814
369,0.00228565698489547
371,0.17590257525444
373,0.0490554384887218
374,0.140638172626495
375,0.00760479317978024
378,0.0362776331603527
382,0.00802208110690117
383,0.367106944322586
384,0.0354356840252876
387,0.00268323556520045
388,0.014023806899786
390,0.00206345040351152
394,0.0393651090562344
402,0.00970767904073
404,0.00258881505578756
407,0.00375805678777397
408,0.164601132273674
410,0.0331124328076839
412,0.220591023564339
414,0.0152472611516714
415,0.00315430900081992
416,0.00842209160327911
417,0.00425015715882182
420,0.050044372677803
421,0.000966283725574613
423,0.0294255949556828
426,0.0194925591349602
428,0.00286340806633234
429,0.0136074144393206
432,0.00203893054276705
433,0.00745999021455646
436,0.0012414917582646
440,0.158070877194405
441,0.00268645957112312
443,0.00132093112915754
444,0.0237233247607946
445,0.0179279707372189
447,0.0194131005555391
448,0.0225925166159868
449,0.00258768652565777
453,0.0170671176165342
456,0.0641072914004326
457,0.0827639624476433
458,0.0358111076056957
459,0.00190823245793581
460,0.00148235261440277
461,0.0572885535657406
462,0.0139171928167343
466,0.033617626875639
469,0.00684300297871232
471,0.0255427733063698
474,0.112216874957085
477,0.115579813718796
478,0.0162427872419357
480,0.0157813020050526
482,0.0183519590646029
485,0.00958272814750671
488,0.0153723694384098
489,0.00163843494374305
490,0.003736607497558
492,0.00197576568461955
493,0.0362219214439392
496,0.0168338064104319
500,0.00563229713588953
501,0.00618941942229867
502,0.0131731582805514
513,0.121522732079029
514,0.0906824693083763
515,0.0418435968458652
517,0.00216661533340812
523,0.00110652076546103
527,0.00623587565496564
530,0.161007523536682
533,0.0569120086729527
535,0.00704812305048108
537,0.0333370603621006
538,0.178340420126915
543,0.00136965804267675
